,id,bim360_account_id,name,trade,category,address_line1,address_line2,city,state_or_province,postal_code,country,phone,website_url,description,erp_id,tax_id,status,created_at,project_size,user_size,custom_properties
35,427ec8b4-d6ff-4c8d-9fc7-de6c966b82f5,49df69ab-c266-4d49-951c-031b16f7a31f,"Von Alst Operating, LLC",Finishes,sub contractor,,,,,,US,,,,,,,2019-02-04 15:52:22.992309,1.0,1.0,
36,ed67ac4f-5dda-4652-8b38-fb3019a8357e,49df69ab-c266-4d49-951c-031b16f7a31f,Clayco Realty Group,Other,Subcontractor,2199 Innerbelt Business Drive,,St. Louis,MO,63114,US,314-429-5100,,,,,,2015-08-27 02:34:50.406978,10.0,0.0,
37,a2eb7fbb-e1f1-40bf-8173-daa715a3a1ce,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2020-01-03 21:18:22 UTC d428b6c4-c984-4756-947e-016e2064e790,,,,,,,,US,,,,,,deleted,2019-01-10 15:59:55.404957,,,
38,8c4340d5-23f5-4a64-bdf2-d944202c899a,49df69ab-c266-4d49-951c-031b16f7a31f,Martin + Murray Installation,,,"520 Folly Road Suite P #338 Charleston, SC 29412 US",,,,,US,843-817-8366,,,,,,2016-01-21 14:39:38.034983,1.0,0.0,
39,318c0cb6-b470-4011-b1fe-467a6fa70ef3,49df69ab-c266-4d49-951c-031b16f7a31f,Advantage Dirt Contractors,,,,,,,,US,,,,,,,2019-03-06 18:56:27.412642,1.0,0.0,
40,7cb228c0-28e4-450a-9366-86680f8bc5b5,49df69ab-c266-4d49-951c-031b16f7a31f,Jacobs,Construction Management,sub contractor,,,,,,US,,,,,,,2019-10-03 13:10:45.631229,1.0,1.0,
41,2ff2b5ef-c12e-45f9-bc4e-d3abbe5292b7,49df69ab-c266-4d49-951c-031b16f7a31f,"Hemm's Glass Shops, Inc.",Subcontractor,,514 South Main Street,,Piqua,OH,45356,US,937-773-5591,www.hemmglass.com,,,,,2015-12-21 15:26:58.654102,1.0,0.0,
42,318341fa-a4b0-4f04-8568-a4ac4e4a7a35,49df69ab-c266-4d49-951c-031b16f7a31f,HMA Consulting,,Consultant,,,,,,US,,,,,,,2015-08-27 02:29:55.285681,3.0,4.0,
43,a950e50e-8fa8-4f9e-b6bb-646adcde8251,49df69ab-c266-4d49-951c-031b16f7a31f,"Brocon Construction, Inc.",Subcontractor,,2120 Hardy Parkway,,Grove City,OH,43123,US,614-871-7300,,,,,,2015-12-21 15:26:56.449386,1.0,0.0,
44,cc701627-9d85-421a-bb01-3500aed963cf,49df69ab-c266-4d49-951c-031b16f7a31f,STL Fabrications,,,,,,,,US,,,,,,,2019-03-18 13:50:29.223314,1.0,1.0,
45,cb469528-e00d-4390-8fb3-f69f403dce2f,49df69ab-c266-4d49-951c-031b16f7a31f,Kent Companies,,,,,,,,US,,,,,,,2016-09-26 11:47:53.376021,1.0,0.0,
46,87eb7db5-a424-4763-8354-86cec44cdbbb,49df69ab-c266-4d49-951c-031b16f7a31f,Muetzel Plumbing & Heating,,,"1661 Kenny Rd, Columbus, OH 43212",,,,,US,614-299-7700,,,,,,2016-02-25 17:00:21.370288,1.0,0.0,
47,c5059e56-9e9a-475b-a9a8-7aed20d92bca,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 17:15:56 UTC c4cb96d6-a905-43f4-abc1-3960d575e7f0,,,,,,,,US,816-918-9917,,,,,deleted,2016-09-26 13:17:48.617592,1.0,,
48,b70d7297-dc46-40f4-949c-b9cf017d4bce,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 18:12:12 UTC 0d0a5d4b-25cb-44dd-a9f9-644d698198df,,,,,,,,US,314-341-2100,,,,,deleted,2016-09-26 13:15:38.848956,2.0,,
49,0c0d11bb-d8d6-4fff-b904-2fba8ae23336,49df69ab-c266-4d49-951c-031b16f7a31f,Lane's Pest Elimination,,,,,,,,US,843-760-1199,,,,,,2015-12-22 15:15:51.482449,1.0,0.0,
50,51829d1e-8133-47c7-9656-ec63048ae2fa,49df69ab-c266-4d49-951c-031b16f7a31f,Savills Studley,,,,,,,,US,,,,,,,2018-09-06 17:18:56.714834,1.0,0.0,
51,b92dec6e-5670-48f5-bebf-bc478ae1b874,49df69ab-c266-4d49-951c-031b16f7a31f,Pilgrim Fence Company,,,,,,,,US,,,,,,,2019-03-18 13:46:01.638102,1.0,1.0,
52,5bc7736b-79fd-46c1-b643-e8b7aba6cb99,49df69ab-c266-4d49-951c-031b16f7a31f,"Rogers Mechanical Plumbing, LLC",Subcontractor,,167 Liberty Road,,Villa Rica,GA,30180,US,770-456-6204,www.rmciga.com,,,,,2015-12-21 15:27:00.803556,1.0,0.0,
53,7f208897-23e2-46e2-8b1e-d667b54b6970,49df69ab-c266-4d49-951c-031b16f7a31f,Southern California Grading,,,,,,,,US,,,,,,,2019-03-18 13:48:58.265769,1.0,1.0,
54,881585b4-f947-4747-a619-107f91162581,49df69ab-c266-4d49-951c-031b16f7a31f,Suttles Plumbing & Mech. Corp.,,,,,,,,US,,,,,,,2019-03-18 13:51:50.617823,1.0,0.0,
55,7102f563-7d86-4e14-9945-7ff129ff3514,49df69ab-c266-4d49-951c-031b16f7a31f,Enrique A. Cruz Masonry,,,,,,,,US,,,,,,,2019-03-18 13:38:38.254615,1.0,1.0,
56,49360060-9d3f-4631-a9d1-05f6bf63fc6e,49df69ab-c266-4d49-951c-031b16f7a31f,HLB Lighting,Lighting,sub contractor,,,,,,US,,,,,,,2019-12-11 15:50:06.746659,1.0,2.0,
57,bfbc544d-6b28-43ad-a5b0-01729a39bbe5,49df69ab-c266-4d49-951c-031b16f7a31f,Raymond Engineering,,,,,,,,US,912-349-3661,,,,,,2015-12-22 15:29:29.904089,5.0,1.0,
58,9f8fffeb-5cc7-48b9-8801-8f8b7f979229,49df69ab-c266-4d49-951c-031b16f7a31f,Daniel Island Architectural Woodworking LLC,,,,,,,,US,843-566-1600,,,,,,2015-12-22 15:30:47.939249,1.0,0.0,
59,f65d534a-0463-43f1-9143-c9818d3db4f5,49df69ab-c266-4d49-951c-031b16f7a31f,Low Country Door & Hardware,08,Supplier,500 A LaMesa Road,,Mt. Pleasant,SC,29464,US,843-884-8927,,Low Country Door & Hardware,,,,2015-08-27 02:39:11.183678,4.0,0.0,
60,0bcc2f2b-9a03-498d-ba51-e42a39c4b5e6,49df69ab-c266-4d49-951c-031b16f7a31f,ELDECO,,,,,,,,US,,,,,,,2019-08-06 20:14:24.601609,1.0,1.0,
61,9516d474-a58c-49cd-9eab-5b65628703e7,49df69ab-c266-4d49-951c-031b16f7a31f,American Fire Protection,,,,,,,,US,,,,,,,2019-08-06 20:14:36.635962,2.0,2.0,
62,cbde4b11-4e82-466a-b86b-d24ff85c09d9,49df69ab-c266-4d49-951c-031b16f7a31f,Paulson Cheek,,,,,,,,US,,,,,,,2019-08-06 20:13:39.494723,1.0,1.0,
63,4da3164b-839f-4ec6-b70d-9cba75069ef9,49df69ab-c266-4d49-951c-031b16f7a31f,WN Kirkland,,,,,,,,US,,,,,,,2019-08-06 20:14:03.69335,1.0,1.0,
64,4e8ebb0a-fa73-48ce-8f6f-b288a4ef1616,49df69ab-c266-4d49-951c-031b16f7a31f,GSI,,,,,,,,US,,,,,,,2019-06-21 17:21:29.478703,1.0,0.0,
65,dc453162-8f1d-43eb-ba04-7e04a2e1aaa1,49df69ab-c266-4d49-951c-031b16f7a31f,Eberly & Associates,,,,,,,,US,,,,,,,2019-09-04 21:15:43.779429,1.0,3.0,
66,2bd99f12-875e-4cbc-885b-0bbcadc8ff01,49df69ab-c266-4d49-951c-031b16f7a31f,"Uzun & Case Engineers, LLC",,Engineer,201 17th Street NW; Suite 1200,,Atlanta,GA,30363,US,,,,,,,2015-08-27 02:30:33.361029,11.0,6.0,
67,a3ebd48e-1d1c-44f1-ab71-ea40ee736623,49df69ab-c266-4d49-951c-031b16f7a31f,Timbers-Kovar & Company,,,,,,,,US,,,,,,,2017-08-23 23:42:58.024216,1.0,0.0,
68,76e480e5-4001-4662-91db-be89ea4616de,49df69ab-c266-4d49-951c-031b16f7a31f,Cabinet Toppers,,,,,,,,US,,,,,,,2017-08-23 23:42:57.172674,1.0,0.0,
69,312e099c-6731-4f72-888e-11f14baf7901,49df69ab-c266-4d49-951c-031b16f7a31f,PACE PROPERTIES,,,,,,,,US,,,,,,,2018-08-16 12:42:07.873421,1.0,0.0,
70,ad9a65d7-f241-4db5-b783-4554d953ec8e,49df69ab-c266-4d49-951c-031b16f7a31f,Ecube,Commissioning Agency,sub contractor,118 S. Clinton,Suite 650,Chicago,IL,60661,US,3124419610,http://www.ecube.com/,,,,,2019-02-06 18:13:16.786751,1.0,1.0,
71,84240a87-517c-46bb-a5ce-e245cd1520cd,49df69ab-c266-4d49-951c-031b16f7a31f,TNA Sealants,,,,,,,,US,,,,,,,2016-09-13 01:39:05.009015,2.0,0.0,
72,de58b130-244b-49eb-bc67-003c6461e68c,49df69ab-c266-4d49-951c-031b16f7a31f,Level Seven Facilities Services,,,,,,,,US,,,,,,,2017-08-18 16:22:20.747962,1.0,0.0,
73,92df113b-ad8a-48d6-b03a-3caeb95d9ac7,49df69ab-c266-4d49-951c-031b16f7a31f,Carpetland USA,,,,,,,,US,,,,,,,2019-03-18 15:09:10.347887,1.0,1.0,
74,c9f5b006-2d65-4816-b958-b838be830103,49df69ab-c266-4d49-951c-031b16f7a31f,Paul Reilly,,,,,,,,US,,,,,,,2019-02-05 21:13:35.845758,1.0,1.0,
75,ee8d4c10-fd83-4263-b6dd-63b3b4d08868,49df69ab-c266-4d49-951c-031b16f7a31f,"Structural Enginuity, Inc",,,,,,,,US,,,,,,,2019-02-21 21:18:05.061647,,,
76,4270f487-6bfb-431a-a069-a425f9e37336,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 16:57:25 UTC bf2cfcfe-0ede-47cd-809a-39b2ef06a618,,,,,,,,US,,,,,,deleted,2016-09-14 16:27:36.804495,1.0,,
77,520cc112-e8c1-4fb4-9969-a712203aa0bc,49df69ab-c266-4d49-951c-031b16f7a31f,Landmark Credit Union,,,"506 W Fairchild Street, Danville, IL",,,,,US,(217) 442-9005,,,,,,2017-01-19 16:52:50.273395,1.0,0.0,
78,fbd714a7-4c41-43d2-898a-9b25023a5294,49df69ab-c266-4d49-951c-031b16f7a31f,Electric Supply Company,,,,,,,,US,,,,,,,2018-05-01 19:03:27.928865,1.0,3.0,
79,3fa60ee2-aa04-4811-8d4e-4fc30fe9a2e1,49df69ab-c266-4d49-951c-031b16f7a31f,"Worth & Company, Inc",,,,,,,,US,,,,,,,2017-05-30 12:16:07.432537,5.0,1.0,
80,97f2054d-ffce-4e98-a60c-58cda5df98d6,49df69ab-c266-4d49-951c-031b16f7a31f,Precision Fenceworks,,,,,,,,US,,,,,,,2017-05-23 15:21:01.343977,2.0,0.0,
81,3e109524-5676-4bfd-ae96-25c2fb2363c3,49df69ab-c266-4d49-951c-031b16f7a31f,"Modern Drywall, Inc.",Finishes | Drywall,sub contractor,,,,,,US,,,,,,,2019-01-29 22:10:00.337408,2.0,3.0,
82,313f363f-fa1e-435d-a60c-aad14db03bec,49df69ab-c266-4d49-951c-031b16f7a31f,L,,,,,,,,US,,,,,,,2019-10-04 15:59:45.959006,,,
83,553734d7-fa91-4c01-a679-dd21399f3555,49df69ab-c266-4d49-951c-031b16f7a31f,Davis Grading,,,,,,,,US,,,,,,,2015-12-15 16:09:35.903487,1.0,0.0,
84,8804ec76-7739-4362-a988-6dafa8488089,49df69ab-c266-4d49-951c-031b16f7a31f,Kirlin Carolinas,,,,,,,,US,,,,,,,2015-12-15 16:09:00.207355,2.0,0.0,
85,d928a7e5-89df-4b3c-b1fb-e788fddfe395,49df69ab-c266-4d49-951c-031b16f7a31f,True Engineering Group,"HVAC Heating, Ventilating, & Air Conditioning",sub contractor,3659 South Ave.,,Springfield,MO,65807,US,417-708-7025,www.true-mep.com,,,,,2019-06-21 18:47:29.77828,,,
86,71e4006d-8071-43d9-a0b7-6659813e9d4f,49df69ab-c266-4d49-951c-031b16f7a31f,"Action Fence, Inc.",Exterior | Fences & Gates,Subcontractor,,,,,,US,,,,,,,2017-01-31 18:42:32.357657,5.0,1.0,
87,8bb4820a-0ca3-46f9-83c2-72d71810079b,49df69ab-c266-4d49-951c-031b16f7a31f,Door Opening Resources,,,,,,,,US,,,,,,,2017-05-23 15:21:18.28024,1.0,0.0,
88,76ab383a-e78d-4fd7-9216-d69d3d1dfd66,49df69ab-c266-4d49-951c-031b16f7a31f,Top Ridge Inc.,,,,,,,,US,,,,,,,2019-03-19 14:08:23.894628,1.0,1.0,
89,0184c766-5499-4e10-891f-a7cbd4a39ce6,49df69ab-c266-4d49-951c-031b16f7a31f,Macri Concrete,,,,,,,,US,,,,,,,2019-10-16 15:13:45.44148,1.0,1.0,
90,2468d086-fd50-47a2-8381-7c3389ae4630,49df69ab-c266-4d49-951c-031b16f7a31f,Von Kingston,,,,,,,,US,,,,,,,2019-11-13 21:22:08.038098,1.0,1.0,
91,d803f379-e28f-47bc-888a-c0a150132dba,49df69ab-c266-4d49-951c-031b16f7a31f,Metro Glass,,,,,,,,US,,,,,,,2019-04-01 22:45:59.709485,1.0,0.0,
92,5990a000-cbdb-45f5-b08e-af60cfcc1203,49df69ab-c266-4d49-951c-031b16f7a31f,Superior Masonry,,,,,,,,US,,,,,,,2019-04-01 22:53:05.192306,1.0,1.0,
93,9cadf10b-1b68-41da-9660-88999aadc2d4,49df69ab-c266-4d49-951c-031b16f7a31f,Petty Group,,,,,,,,US,,,,,,,2018-01-04 20:40:44.829264,1.0,0.0,
94,0d4b5128-4080-4d2f-9df5-b2b77f211bc4,49df69ab-c266-4d49-951c-031b16f7a31f,STL Fabricatio,,,,,,,,US,,,,,,,2019-03-18 13:50:14.384358,,,
95,9deb06e0-93ff-4d58-87ee-b1085d6c59f2,49df69ab-c266-4d49-951c-031b16f7a31f,Sign Masters of Tyler,,,,,,,,US,,,,,,,2018-11-15 02:56:23.606423,1.0,1.0,
96,58f71ac4-aefe-45aa-9ad3-2c3b4b600af7,49df69ab-c266-4d49-951c-031b16f7a31f,Flynn Bec LP,Moisture Protection | Waterproofing,sub contractor,,,,,,US,,,,,,,2019-01-29 18:14:13.861159,2.0,1.0,
97,770145bb-7c14-493f-a125-01963518bd94,49df69ab-c266-4d49-951c-031b16f7a31f,LIFT-TECH,,,,,,,,US,248-561-3436,,,,,,2016-02-01 14:45:37.564391,4.0,0.0,
98,85ee038e-e925-42da-a2b4-c0b38c6a5566,49df69ab-c266-4d49-951c-031b16f7a31f,Haris Engineering ,,,,,,,,US,,,,,,,2019-11-13 21:59:36.707635,1.0,3.0,
99,c1ff1ee5-cd4d-40c0-8cb9-6cac89409cf4,49df69ab-c266-4d49-951c-031b16f7a31f,Metl-Fab,,,,,,,,US,402-991-5800,,,,,,2017-01-13 20:32:46.885904,2.0,0.0,
100,4be807df-6b63-4951-bbff-aa527f816c87,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 19:13:18 UTC 5b4969f4-fe82-4359-b10d-b0fc0e3b4f64,,Other,55 East Monroe Street,,Chicago,IL,60603,US,312-855-0055,,,,,deleted,2015-08-27 02:30:49.64686,1.0,,
101,5c853906-e288-4cc3-bd03-db2ac1208413,49df69ab-c266-4d49-951c-031b16f7a31f,Gorman-Lavelle Corporation,,,,,,,,US,,,,,,,2017-10-04 22:35:23.912803,1.0,1.0,
102,f60e26b5-15f5-40c5-8623-055d9b6bbd69,49df69ab-c266-4d49-951c-031b16f7a31f,The K Company Inc.,,,,,,,,US,,,,,,,2017-10-04 22:35:25.250277,1.0,0.0,
103,ca3e0d0e-4660-4376-9442-36f33f802669,49df69ab-c266-4d49-951c-031b16f7a31f,PCI,,,"6629 East Mission, Spokane, WA 99212",,,,,US,,,,,,,2019-04-27 21:26:02.19131,1.0,2.0,
104,60d3411f-e25b-41ac-80e7-cf63158a3c24,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 16:25:18 UTC 2737f0bc-b5b8-4edd-99c3-7188cdcd9ffd,,,,,,,,US,,,,,,deleted,2018-06-25 16:11:27.868498,1.0,0.0,
105,d714a39c-53fe-4fb2-b761-7ad2b5d982c0,49df69ab-c266-4d49-951c-031b16f7a31f,Triangle Fire Protection,,,,,,,,US,,,,,,,2019-11-14 15:46:43.655361,1.0,2.0,
106,ea728a6e-5ff1-4c5c-aaf3-272f34437a42,49df69ab-c266-4d49-951c-031b16f7a31f,PSI,Other,Subcontractor,,,,,,US,,,,,,,2016-06-02 14:49:36.278735,3.0,0.0,
107,dfe20a99-0f76-4143-8831-4db63193c284,49df69ab-c266-4d49-951c-031b16f7a31f,payn,,,,,,,,US,,,,,,,2019-09-23 13:55:14.170672,,,
108,fe66290d-14d1-437a-a6ed-5c6807b46bad,49df69ab-c266-4d49-951c-031b16f7a31f,Bell Electric,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:08.732491,7.0,0.0,
109,463e306b-c913-43c8-82ae-fb27916d9bef,49df69ab-c266-4d49-951c-031b16f7a31f,Imperial Construction ,,,,,,,,US,,,,,,,2019-12-11 13:37:26.015372,1.0,1.0,
110,ad69972b-9da8-48bf-8a2f-c0d5dbe7d767,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2019-09-03 14:09:08 UTC eeb70271-f876-4839-888f-3a58b8d2dc07,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:39:04.920249,3.0,0.0,
111,0791b0e7-e8c2-4c06-9d00-05e63e206319,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2019-09-03 14:16:28 UTC a959bbff-cc4e-48b0-8a8d-d61874c6f59b,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:36:17.634458,2.0,0.0,
112,a11d1913-b0a9-491a-91e9-f5c20d0f455e,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:09:39 UTC 65be6b81-0176-408a-b0cb-b29654451727,,,,,,,,US,,,,,,deleted,2016-09-29 15:50:50.295716,1.0,,
113,cca74a86-31db-497b-a456-460a7850832d,49df69ab-c266-4d49-951c-031b16f7a31f,"Creative Architectural Components, Inc.",,,,,,,,US,,,,,,,2019-10-31 20:14:43.915624,1.0,0.0,
114,8e5a4cbf-1470-448d-a1a4-5b0c2b56fb67,49df69ab-c266-4d49-951c-031b16f7a31f,Zscape LLC,,,,,,,,US,,,,,,,2017-08-22 23:04:26.915416,2.0,0.0,
115,391bf93f-031c-4940-83a7-e01edf401a83,49df69ab-c266-4d49-951c-031b16f7a31f,Miracle Midwest,,,,,,,,US,,,,,,,2017-08-22 23:04:27.3291,1.0,0.0,
116,8aa8c02f-a991-4d58-948c-0774162ade49,49df69ab-c266-4d49-951c-031b16f7a31f,AmeriSeal and Restoration,,,,,,,,US,,,,,,,2017-08-22 23:04:27.786402,1.0,0.0,
117,fe232587-36db-4b35-b752-99d8b9838bd6,49df69ab-c266-4d49-951c-031b16f7a31f,Century Fence Company,Other,Subcontractor,,,,,,US,,,,,,,2016-11-14 20:10:23.023799,2.0,1.0,
118,852de208-78fd-4eea-a037-42defb3f1a55,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-26 18:07:42 UTC e4507fdd-c21e-40c0-b7ed-35828821efda,,,,,,,,US,,,,,,deleted,2017-08-23 23:42:57.566258,1.0,,
